product_id,product_name,imgpaths,brands,prices,rev_score,category1,category2,category3,r1s,r2s,r3s,r1_info1,r1_sf,r1_info2,r1_nor,r1_info3,r1_usf,r2_info1,r2_sf,r2_info2,r2_nor,r2_info3,r2_usf,r3_info1,r3_sf,r3_info2,r3_nor,r3_info3,r3_usf
A000000014357,유리아쥬 오 떼르말 더블 기획 (150ml+150ml),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0001/A00000001435714ko.jpg?l=ko,유리아쥬,"20,000",4.6,더모 코스메틱,스킨케어,미스트/오일,피부타입,피부고민,자극도,건성에 좋아요,34%,복합성에 좋아요,55%,지성에 좋아요,12%,보습에 좋아요,51%,진정에 좋아요,49%,주름/미백에 좋아요,0%,자극없이 순해요,76%,보통이에요,24%,자극이 느껴져요,1%
A000000014358,유리아쥬 오 떼르말 더블 기획 (300ml+300ml),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0001/A00000001435813ko.jpg?l=ko,유리아쥬,"26,000",4.7,더모 코스메틱,스킨케어,미스트/오일,피부타입,피부고민,자극도,건성에 좋아요,33%,복합성에 좋아요,54%,지성에 좋아요,13%,보습에 좋아요,49%,진정에 좋아요,51%,주름/미백에 좋아요,0%,자극없이 순해요,78%,보통이에요,22%,자극이 느껴져요,1%
A000000014183,바이오더마 아토덤 PP밤 200ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0001/A00000001418315ko.jpg?l=ko,바이오더마,"30,000",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,67%,복합성에 좋아요,31%,지성에 좋아요,2%,보습에 좋아요,88%,진정에 좋아요,12%,주름/미백에 좋아요,0%,자극없이 순해요,83%,보통이에요,17%,자극이 느껴져요,1%
A000000013632,유리아쥬 오 떼르말 50ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0001/A00000001363207ko.jpg?l=ko,유리아쥬,"7,000",4.7,더모 코스메틱,스킨케어,미스트/오일,피부타입,피부고민,자극도,건성에 좋아요,34%,복합성에 좋아요,52%,지성에 좋아요,14%,보습에 좋아요,59%,진정에 좋아요,41%,주름/미백에 좋아요,1%,자극없이 순해요,80%,보통이에요,20%,자극이 느껴져요,0%
A000000012880,피지오겔 DMT 페이셜 크림 75ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0001/A00000001288002ko.jpg?l=ko,피지오겔,"25,500",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,60%,복합성에 좋아요,36%,지성에 좋아요,4%,보습에 좋아요,87%,진정에 좋아요,13%,주름/미백에 좋아요,1%,자극없이 순해요,81%,보통이에요,19%,자극이 느껴져요,1%
A000000012881,피지오겔 DMT 페이셜 크림 150ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0001/A00000001288106ko.jpg?l=ko,피지오겔,"47,500",4.8,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,59%,복합성에 좋아요,38%,지성에 좋아요,3%,보습에 좋아요,86%,진정에 좋아요,14%,주름/미백에 좋아요,1%,자극없이 순해요,84%,보통이에요,16%,자극이 느껴져요,0%
A000000012809,피지오겔 DMT 데일리보습 로션 200ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0001/A00000001280903ko.jpg?l=ko,피지오겔,"38,000",4.8,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,52%,복합성에 좋아요,44%,지성에 좋아요,4%,보습에 좋아요,82%,진정에 좋아요,18%,주름/미백에 좋아요,1%,자극없이 순해요,84%,보통이에요,16%,자극이 느껴져요,1%
A000000012755,피지오겔 DMT 인텐시브크림 100ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0001/A00000001275502ko.jpg?l=ko,피지오겔,"46,500",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,70%,복합성에 좋아요,28%,지성에 좋아요,2%,보습에 좋아요,87%,진정에 좋아요,13%,주름/미백에 좋아요,1%,자극없이 순해요,82%,보통이에요,18%,자극이 느껴져요,1%
A000000012621,유세린 아쿠아포린 액티브 크림 포 드라이 스킨 50ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0001/A00000001262106ko.jpg?l=ko,유세린,"39,000",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,62%,복합성에 좋아요,35%,지성에 좋아요,3%,보습에 좋아요,83%,진정에 좋아요,15%,주름/미백에 좋아요,2%,자극없이 순해요,79%,보통이에요,21%,자극이 느껴져요,1%
A000000012473,유세린 아쿠아포린 액티브 리바이탈라이징 아이 크림 15ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0001/A00000001247305ko.jpg?l=ko,유세린,"36,000",4.6,더모 코스메틱,스킨케어,아이크림,피부타입,피부고민,자극도,건성에 좋아요,40%,복합성에 좋아요,54%,지성에 좋아요,7%,보습에 좋아요,53%,진정에 좋아요,21%,주름/미백에 좋아요,26%,자극없이 순해요,74%,보통이에요,26%,자극이 느껴져요,1%
A000000011268,아벤느 클리낭스 매트 매티파잉 토너 200ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0001/A00000001126804ko.jpg?l=ko,아벤느,"29,000",4.8,더모 코스메틱,스킨케어,스킨/토너,피부타입,피부고민,자극도,건성에 좋아요,6%,복합성에 좋아요,50%,지성에 좋아요,44%,보습에 좋아요,17%,진정에 좋아요,81%,주름/미백에 좋아요,2%,자극없이 순해요,63%,보통이에요,34%,자극이 느껴져요,3%
A000000010507,아벤느 오 떼르말 더블 기획 (150ml +150ml),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0001/A00000001050711ko.jpg?l=ko,아벤느,"25,000",4.7,더모 코스메틱,스킨케어,미스트/오일,피부타입,피부고민,자극도,건성에 좋아요,34%,복합성에 좋아요,55%,지성에 좋아요,11%,보습에 좋아요,47%,진정에 좋아요,53%,주름/미백에 좋아요,1%,자극없이 순해요,83%,보통이에요,17%,자극이 느껴져요,0%
A000000010498,아벤느 오 떼르말 300ml 2입 기획,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0001/A00000001049824ko.jpg?l=ko,아벤느,"34,000",4.8,더모 코스메틱,스킨케어,미스트/오일,피부타입,피부고민,자극도,건성에 좋아요,34%,복합성에 좋아요,53%,지성에 좋아요,13%,보습에 좋아요,43%,진정에 좋아요,57%,주름/미백에 좋아요,1%,자극없이 순해요,84%,보통이에요,16%,자극이 느껴져요,0%
A000000010486,라로슈포제 오떼르말 온천수 미스트 300ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0001/A00000001048602ko.jpg?l=ko,라로슈포제,"26,000",4.6,더모 코스메틱,스킨케어,미스트/오일,피부타입,피부고민,자극도,건성에 좋아요,35%,복합성에 좋아요,51%,지성에 좋아요,14%,보습에 좋아요,45%,진정에 좋아요,55%,주름/미백에 좋아요,0%,자극없이 순해요,82%,보통이에요,18%,자극이 느껴져요,0%
A000000010474,라로슈포제 에빠끌라 H 토너 200ml (복합성/건성 피부),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0001/A00000001047405ko.jpg?l=ko,라로슈포제,"27,000",4.8,더모 코스메틱,스킨케어,스킨/토너,피부타입,피부고민,자극도,건성에 좋아요,17%,복합성에 좋아요,59%,지성에 좋아요,24%,보습에 좋아요,33%,진정에 좋아요,65%,주름/미백에 좋아요,2%,자극없이 순해요,73%,보통이에요,25%,자극이 느껴져요,2%
A000000010472,라로슈포제 에빠끌라 AI 스팟 에센스,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0001/A00000001047203ko.jpg?l=ko,라로슈포제,"18,000",4.6,더모 코스메틱,스킨케어,에센스/세럼,피부타입,피부고민,자극도,건성에 좋아요,9%,복합성에 좋아요,58%,지성에 좋아요,33%,보습에 좋아요,6%,진정에 좋아요,94%,주름/미백에 좋아요,1%,자극없이 순해요,54%,보통이에요,32%,자극이 느껴져요,14%
A000000010471,라로슈포제 에빠끌라 MAT 세보 컨트롤링 모이스춰라이저,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0001/A00000001047104ko.jpg?l=ko,라로슈포제,"32,000",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,7%,복합성에 좋아요,29%,지성에 좋아요,64%,보습에 좋아요,35%,진정에 좋아요,62%,주름/미백에 좋아요,3%,자극없이 순해요,67%,보통이에요,25%,자극이 느껴져요,8%
A000000010470,라로슈포제 시카플라스트 밤 B5 크림 100ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0001/A00000001047003ko.jpg?l=ko,라로슈포제,"38,000",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,41%,복합성에 좋아요,52%,지성에 좋아요,7%,보습에 좋아요,40%,진정에 좋아요,56%,주름/미백에 좋아요,4%,자극없이 순해요,77%,보통이에요,23%,자극이 느껴져요,1%
A000000010088,바이오더마 시카비오 포마드 40ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0001/A00000001008815ko.jpg?l=ko,바이오더마,"23,000",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,67%,복합성에 좋아요,30%,지성에 좋아요,3%,보습에 좋아요,64%,진정에 좋아요,36%,주름/미백에 좋아요,0%,자극없이 순해요,75%,보통이에요,23%,자극이 느껴져요,2%
A000000005767,유세린 더모퓨리파이어 오일컨트롤 수딩크림 50ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0000/A00000000576709ko.jpg?l=ko,유세린,"32,000",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,10%,복합성에 좋아요,50%,지성에 좋아요,40%,보습에 좋아요,53%,진정에 좋아요,47%,주름/미백에 좋아요,0%,자극없이 순해요,82%,보통이에요,18%,자극이 느껴져요,1%
A000000005766,유세린 더모 퓨리파이어 토너 200ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0000/A00000000576608ko.jpg?l=ko,유세린,"26,000",4.7,더모 코스메틱,스킨케어,스킨/토너,피부타입,피부고민,자극도,건성에 좋아요,8%,복합성에 좋아요,53%,지성에 좋아요,39%,보습에 좋아요,22%,진정에 좋아요,78%,주름/미백에 좋아요,1%,자극없이 순해요,67%,보통이에요,29%,자극이 느껴져요,4%
A000000005336,바이오더마 하이드라비오 세럼 40ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0000/A00000000533613ko.jpg?l=ko,바이오더마,"39,000",4.8,더모 코스메틱,스킨케어,에센스/세럼,피부타입,피부고민,자극도,건성에 좋아요,40%,복합성에 좋아요,49%,지성에 좋아요,11%,보습에 좋아요,79%,진정에 좋아요,19%,주름/미백에 좋아요,2%,자극없이 순해요,81%,보통이에요,19%,자극이 느껴져요,1%
A000000004925,유리아쥬 이제악 매트 40ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0000/A00000000492508ko.jpg?l=ko,유리아쥬,"25,000",4.5,더모 코스메틱,스킨케어,에센스/세럼,피부타입,피부고민,자극도,건성에 좋아요,8%,복합성에 좋아요,44%,지성에 좋아요,48%,보습에 좋아요,26%,진정에 좋아요,72%,주름/미백에 좋아요,2%,자극없이 순해요,67%,보통이에요,31%,자극이 느껴져요,3%
A000000004434,바이오더마 하이드라비오 토너 250ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0000/A00000000443408ko.jpg?l=ko,바이오더마,"28,000",4.8,더모 코스메틱,스킨케어,스킨/토너,피부타입,피부고민,자극도,건성에 좋아요,39%,복합성에 좋아요,51%,지성에 좋아요,10%,보습에 좋아요,68%,진정에 좋아요,32%,주름/미백에 좋아요,1%,자극없이 순해요,79%,보통이에요,21%,자극이 느껴져요,1%
A000000002848,바이오더마 세비엄 포어 리파이너,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0000/A00000000284808ko.jpg?l=ko,바이오더마,"28,000",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,7%,복합성에 좋아요,37%,지성에 좋아요,56%,보습에 좋아요,26%,진정에 좋아요,60%,주름/미백에 좋아요,15%,자극없이 순해요,71%,보통이에요,29%,자극이 느껴져요,2%
A000000002839,바이오더마 센시비오 토너 250ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0000/A00000000283908ko.jpg?l=ko,바이오더마,"28,000",4.8,더모 코스메틱,스킨케어,스킨/토너,피부타입,피부고민,자극도,건성에 좋아요,22%,복합성에 좋아요,64%,지성에 좋아요,14%,보습에 좋아요,29%,진정에 좋아요,71%,주름/미백에 좋아요,1%,자극없이 순해요,82%,보통이에요,18%,자극이 느껴져요,1%
A000000002326,유리아쥬 오떼르말 50ml(N),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0000/A00000000232602ko.jpg?l=ko,유리아쥬,"7,000",4.8,더모 코스메틱,스킨케어,미스트/오일,피부타입,피부고민,자극도,건성에 좋아요,50%,복합성에 좋아요,50%,지성에 좋아요,0%,보습에 좋아요,67%,진정에 좋아요,33%,주름/미백에 좋아요,0%,자극없이 순해요,83%,보통이에요,17%,자극이 느껴져요,0%
A000000177891,[1+1] 피지오겔 레드수딩 시카밸런스 +AC 폼클렌저 120ml+120ml 기획,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017789103ko.jpg?l=ko,피지오겔,"28,700",4.6,더모 코스메틱,클렌징,클렌징폼/젤,피부타입,세정력,자극도,건성에 좋아요,0%,복합성에 좋아요,33%,지성에 좋아요,67%,아주 만족해요,67%,보통이에요,33%,다소 아쉬워요,0%,자극없이 순해요,33%,보통이에요,67%,자극이 느껴져요,0%
A000000177878,유리아쥬 미셀라 클렌징 폼 150ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017787801ko.jpg?l=ko,유리아쥬,"21,000",0,더모 코스메틱,클렌징,클렌징폼/젤,None,None,None,None,none,none,none,none,none,None,none,none,none,none,none,None,none,none,none,none,none
A000000177780,[한정기획] 라로슈포제 똘러리앙 포밍클렌저 125ml 더블 기획,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017778002ko.jpg?l=ko,라로슈포제,"56,000",4.8,더모 코스메틱,클렌징,클렌징폼/젤,피부타입,세정력,자극도,건성에 좋아요,29%,복합성에 좋아요,58%,지성에 좋아요,13%,아주 만족해요,71%,보통이에요,29%,다소 아쉬워요,0%,자극없이 순해요,71%,보통이에요,25%,자극이 느껴져요,4%
A000000175266,[2022어워즈 한정기획]바이오더마 센시비오 H2O 500ml+500ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017526650ko.jpg?l=ko,바이오더마,"39,500",4.8,더모 코스메틱,클렌징,클렌징워터/티슈,피부타입,세정력,자극도,건성에 좋아요,28%,복합성에 좋아요,60%,지성에 좋아요,12%,아주 만족해요,72%,보통이에요,28%,다소 아쉬워요,1%,자극없이 순해요,77%,보통이에요,23%,자극이 느껴져요,1%
A000000175204,[피부 진정 솔루션 PDRx]리쥬란 더마 힐러 모이스처 버블 클렌징 워터 150ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017520404ko.jpg?l=ko,리쥬란,"30,000",5,더모 코스메틱,클렌징,클렌징워터/티슈,피부타입,세정력,자극도,건성에 좋아요,50%,복합성에 좋아요,50%,지성에 좋아요,0%,아주 만족해요,100%,보통이에요,0%,다소 아쉬워요,0%,자극없이 순해요,100%,보통이에요,0%,자극이 느껴져요,0%
A000000174373,[한정기획/세븐틴 버논 PICK]바이오더마 센시비오 H2O eye 립앤아이리무버 125ml 기획(+화장솜 30매 증정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017437318ko.jpg?l=ko,바이오더마,"17,000",4.8,더모 코스메틱,클렌징,클렌징워터/티슈,피부타입,세정력,자극도,건성에 좋아요,33%,복합성에 좋아요,58%,지성에 좋아요,9%,아주 만족해요,71%,보통이에요,27%,다소 아쉬워요,2%,자극없이 순해요,75%,보통이에요,23%,자극이 느껴져요,2%
A000000174314,[한정기획] 라로슈포제 똘러리앙 포밍클렌저 125ml 기획(+시카 밤 3ml*2EA),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017431402ko.jpg?l=ko,라로슈포제,"28,000",4.8,더모 코스메틱,클렌징,클렌징폼/젤,피부타입,세정력,자극도,건성에 좋아요,22%,복합성에 좋아요,61%,지성에 좋아요,17%,아주 만족해요,68%,보통이에요,29%,다소 아쉬워요,3%,자극없이 순해요,77%,보통이에요,21%,자극이 느껴져요,2%
A000000174019,[온라인단독]라로슈포제 똘러리앙 포밍클렌저 더블 기획,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017401902ko.jpg?l=ko,라로슈포제,"56,000",4.8,더모 코스메틱,클렌징,클렌징폼/젤,피부타입,세정력,자극도,건성에 좋아요,33%,복합성에 좋아요,55%,지성에 좋아요,12%,아주 만족해요,69%,보통이에요,31%,다소 아쉬워요,0%,자극없이 순해요,69%,보통이에요,24%,자극이 느껴져요,7%
A000000174017,[온라인단독] 라로슈포제 에빠끌라 딥클렌징포밍크림 더블 기획,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017401702ko.jpg?l=ko,라로슈포제,"50,000",4.8,더모 코스메틱,클렌징,클렌징폼/젤,피부타입,세정력,자극도,건성에 좋아요,16%,복합성에 좋아요,42%,지성에 좋아요,42%,아주 만족해요,82%,보통이에요,16%,다소 아쉬워요,2%,자극없이 순해요,62%,보통이에요,33%,자극이 느껴져요,5%
A000000173689,셀퓨전씨 약산성 패리어 클렌징 워터 300ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017368914ko.jpg?l=ko,셀퓨전씨,"15,500",4.8,더모 코스메틱,클렌징,클렌징워터/티슈,None,None,None,None,none,none,none,none,none,None,none,none,none,none,none,None,none,none,none,none,none
A000000173038,피지오겔 레드수딩 AI 젠틀 포밍젤 180ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017303801ko.jpg?l=ko,피지오겔,"27,500",4.8,더모 코스메틱,클렌징,클렌징폼/젤,피부타입,세정력,자극도,건성에 좋아요,57%,복합성에 좋아요,39%,지성에 좋아요,5%,아주 만족해요,66%,보통이에요,32%,다소 아쉬워요,2%,자극없이 순해요,89%,보통이에요,11%,자극이 느껴져요,0%
A000000171830,[세븐틴 버논PICK] 바이오더마 센시비오 H2O 500ml+250ml 기획(+코튼파우치 증정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017183004ko.jpg?l=ko,바이오더마,"25,500",4.8,더모 코스메틱,클렌징,클렌징워터/티슈,피부타입,세정력,자극도,건성에 좋아요,25%,복합성에 좋아요,62%,지성에 좋아요,13%,아주 만족해요,69%,보통이에요,29%,다소 아쉬워요,2%,자극없이 순해요,78%,보통이에요,22%,자극이 느껴져요,1%
A000000168448,에스트라 테라크네365 클리어 약산성 클렌징젤 200ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016844801ko.jpg?l=ko,에스트라,"24,000",4.6,더모 코스메틱,클렌징,클렌징폼/젤,피부타입,세정력,자극도,건성에 좋아요,14%,복합성에 좋아요,74%,지성에 좋아요,12%,아주 만족해요,28%,보통이에요,61%,다소 아쉬워요,11%,자극없이 순해요,60%,보통이에요,40%,자극이 느껴져요,0%
A000000168159,피지오겔 레드수딩 시카밸런스 +AC 클렌징폼 120ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016815901ko.jpg?l=ko,피지오겔,"28,700",4.6,더모 코스메틱,클렌징,클렌징폼/젤,피부타입,세정력,자극도,건성에 좋아요,16%,복합성에 좋아요,65%,지성에 좋아요,19%,아주 만족해요,68%,보통이에요,32%,다소 아쉬워요,0%,자극없이 순해요,68%,보통이에요,32%,자극이 느껴져요,0%
A000000166033,[세븐틴 버논 PICK]바이오더마 센시비오 H2O eye 125ml (립앤아이리무버),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016603327ko.jpg?l=ko,바이오더마,"17,000",4.8,더모 코스메틱,클렌징,클렌징워터/티슈,피부타입,세정력,자극도,건성에 좋아요,40%,복합성에 좋아요,50%,지성에 좋아요,10%,아주 만족해요,74%,보통이에요,24%,다소 아쉬워요,3%,자극없이 순해요,82%,보통이에요,18%,자극이 느껴져요,2%
A000000165699,라로슈포제 에빠끌라 딥클렌징포밍크림 125ml 기획,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016569901ko.jpg?l=ko,라로슈포제,"25,000",4.8,더모 코스메틱,클렌징,클렌징폼/젤,피부타입,세정력,자극도,건성에 좋아요,7%,복합성에 좋아요,47%,지성에 좋아요,47%,아주 만족해요,74%,보통이에요,24%,다소 아쉬워요,2%,자극없이 순해요,59%,보통이에요,38%,자극이 느껴져요,3%
A000000165306,센텔리안24 마데카 옴므 클렌징폼 120ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016530601ko.jpg?l=ko,센텔리안24,"15,000",5,더모 코스메틱,클렌징,클렌징폼/젤,피부타입,세정력,자극도,건성에 좋아요,0%,복합성에 좋아요,0%,지성에 좋아요,100%,아주 만족해요,50%,보통이에요,50%,다소 아쉬워요,0%,자극없이 순해요,50%,보통이에요,50%,자극이 느껴져요,0%
A000000164499,유리아쥬 베이비 진정케어 기프트세트 (베이비 클렌징 바 100g+베이비 시카 스프레이 100ml),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016449902ko.jpg?l=ko,유리아쥬,"30,000",5,더모 코스메틱,클렌징,필링/스크럽,None,None,None,None,none,none,none,none,none,None,none,none,none,none,none,None,none,none,none,none,none
A000000163738,아벤느 클리낭스 클렌징 젤 400+200ml 기획,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016373801ko.jpg?l=ko,아벤느,"40,000",4.7,더모 코스메틱,클렌징,클렌징폼/젤,피부타입,세정력,자극도,건성에 좋아요,21%,복합성에 좋아요,59%,지성에 좋아요,20%,아주 만족해요,62%,보통이에요,38%,다소 아쉬워요,1%,자극없이 순해요,73%,보통이에요,24%,자극이 느껴져요,3%
A000000161808,라로슈포제 똘러리앙 울트라 더모 하이드레이팅 포밍젤 150ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016180801ko.jpg?l=ko,라로슈포제,"31,000",4.8,더모 코스메틱,클렌징,클렌징폼/젤,피부타입,세정력,자극도,건성에 좋아요,20%,복합성에 좋아요,80%,지성에 좋아요,0%,아주 만족해요,60%,보통이에요,40%,다소 아쉬워요,0%,자극없이 순해요,70%,보통이에요,30%,자극이 느껴져요,0%
A000000161316,유세린 더머토 클린 리프레싱 클렌징젤 200ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016131603ko.jpg?l=ko,유세린,"26,000",4.7,더모 코스메틱,클렌징,클렌징폼/젤,피부타입,세정력,자극도,건성에 좋아요,30%,복합성에 좋아요,58%,지성에 좋아요,12%,아주 만족해요,51%,보통이에요,46%,다소 아쉬워요,4%,자극없이 순해요,71%,보통이에요,27%,자극이 느껴져요,2%
A000000160716,[한정기획] 바이오더마 세비엄 젤 무쌍 500ml+고급 샤워볼,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016071611ko.jpg?l=ko,바이오더마,"30,000",4.6,더모 코스메틱,클렌징,클렌징폼/젤,피부타입,세정력,자극도,건성에 좋아요,19%,복합성에 좋아요,56%,지성에 좋아요,26%,아주 만족해요,57%,보통이에요,41%,다소 아쉬워요,2%,자극없이 순해요,77%,보통이에요,23%,자극이 느껴져요,0%
A000000159838,아벤느 클리낭스 클렌징 젤 200ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015983805ko.jpg?l=ko,아벤느,"19,000",4.7,더모 코스메틱,클렌징,클렌징폼/젤,피부타입,세정력,자극도,건성에 좋아요,23%,복합성에 좋아요,56%,지성에 좋아요,21%,아주 만족해요,46%,보통이에요,44%,다소 아쉬워요,10%,자극없이 순해요,67%,보통이에요,30%,자극이 느껴져요,3%
A000000158993,센텔리안24 마데카 병풀 딥 클렌징 오일 200ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015899301ko.jpg?l=ko,센텔리안24,"21,000",4.6,더모 코스메틱,클렌징,클렌징 오일/밀크,피부타입,세정력,자극도,건성에 좋아요,35%,복합성에 좋아요,48%,지성에 좋아요,17%,아주 만족해요,69%,보통이에요,29%,다소 아쉬워요,2%,자극없이 순해요,77%,보통이에요,19%,자극이 느껴져요,4%
A000000158992,센텔리안24 마데카 살리실산 클렌징젤 (본품160g+80g 증정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015899201ko.jpg?l=ko,센텔리안24,"18,000",4.6,더모 코스메틱,클렌징,클렌징폼/젤,피부타입,세정력,자극도,건성에 좋아요,17%,복합성에 좋아요,50%,지성에 좋아요,33%,아주 만족해요,55%,보통이에요,40%,다소 아쉬워요,5%,자극없이 순해요,72%,보통이에요,24%,자극이 느껴져요,4%
A000000158614,셀퓨전씨 약산성 패리어 클렌징 폼 165ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015861403ko.jpg?l=ko,셀퓨전씨,"22,000",4.6,더모 코스메틱,클렌징,클렌징폼/젤,피부타입,세정력,자극도,건성에 좋아요,30%,복합성에 좋아요,66%,지성에 좋아요,4%,아주 만족해요,46%,보통이에요,51%,다소 아쉬워요,3%,자극없이 순해요,76%,보통이에요,22%,자극이 느껴져요,2%
A000000156401,바이오더마 세비엄 젤무쌍 200ml (튜브타입),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015640104ko.jpg?l=ko,바이오더마,"17,000",4.6,더모 코스메틱,클렌징,클렌징폼/젤,피부타입,세정력,자극도,건성에 좋아요,18%,복합성에 좋아요,59%,지성에 좋아요,23%,아주 만족해요,46%,보통이에요,47%,다소 아쉬워요,7%,자극없이 순해요,78%,보통이에요,20%,자극이 느껴져요,2%
A000000155423,더말로지카 스페셜 클렌징 젤 250ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015542305ko.jpg?l=ko,더말로지카,"55,000",4.4,더모 코스메틱,클렌징,클렌징폼/젤,피부타입,세정력,자극도,건성에 좋아요,71%,복합성에 좋아요,29%,지성에 좋아요,0%,아주 만족해요,43%,보통이에요,57%,다소 아쉬워요,0%,자극없이 순해요,100%,보통이에요,0%,자극이 느껴져요,0%
A000000155409,[대용량] 더말로지카 데일리 마이크로폴리언트 74g,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015540912ko.jpg?l=ko,더말로지카,"89,000",4.7,더모 코스메틱,클렌징,필링/스크럽,피부타입,세정력,자극도,건성에 좋아요,20%,복합성에 좋아요,64%,지성에 좋아요,16%,아주 만족해요,55%,보통이에요,45%,다소 아쉬워요,0%,자극없이 순해요,55%,보통이에요,36%,자극이 느껴져요,9%
